typing_speed_wpm,avg_keystroke_interval_ms,backspace_ratio,pause_frequency_per_min,mouse_velocity_px_s,mouse_distance_px,click_frequency_per_min,idle_time_seconds,error_rate,response_time_seconds,retry_count,context_switches_per_min,cognitive_load
44.79,206.89,0.0767,7,319.64,1550.8,22.47,9.76,0.12,7.19,0,3,1
27.04,393.65,0.1384,10,231.32,2596.69,28.3,10.6,0.183,12.34,7,6,2
68.59,158.67,0.0126,3,495.49,1497.03,12.98,7.1,0.0083,4.02,0,2,0
36.29,409.78,0.183,11,161.37,2412.83,27.54,15.25,0.2476,5.48,3,11,2
38.24,412.33,0.1621,13,282.38,2101.83,37.0,9.25,0.1583,14.07,5,5,2
64.05,226.5,0.0313,4,337.99,1074.04,17.91,3.48,0.0465,3.1,0,1,0
71.18,164.59,0.0406,0,539.78,1301.34,20.1,5.32,0.052,3.91,0,2,0
53.46,229.03,0.095,4,309.41,1307.62,31.4,9.19,0.0759,4.77,3,6,1
79.65,140.1,0.0499,3,267.84,1073.1,9.71,4.28,0.0172,3.49,1,2,0
40.41,191.87,0.1441,5,228.73,2043.61,14.45,8.56,0.0947,10.24,1,6,1
37.44,292.83,0.1712,16,273.67,2402.57,28.51,13.92,0.2138,9.08,8,3,2
68.71,134.66,0.0647,2,379.7,918.17,13.33,2.27,0.0166,3.82,1,1,0
50.35,293.71,0.0565,3,359.35,2851.76,25.04,12.44,0.0745,6.74,0,4,1
51.85,262.19,0.1806,5,374.79,2115.37,21.16,9.44,0.1179,6.2,1,3,1
55.21,227.17,0.0714,8,304.55,2107.05,19.56,3.08,0.1333,5.34,1,4,1
53.94,187.26,0.0449,2,543.62,1561.56,15.9,2.83,0.041,2.87,1,1,0
64.76,177.53,0.0071,4,473.32,1550.92,16.74,3.18,0.0125,5.7,1,1,0
45.37,279.03,0.0846,6,311.98,1345.38,26.03,8.51,0.064,5.77,2,1,1
82.49,205.29,0.0223,3,352.07,1145.73,9.17,2.48,0.0314,6.09,1,2,0
40.23,303.37,0.2046,9,278.89,2069.84,35.55,17.64,0.1854,8.46,7,7,2
53.26,189.5,0.1084,4,269.39,1653.88,15.0,8.7,0.0562,6.92,1,2,1
33.89,434.93,0.1096,10,153.6,2861.52,36.46,9.9,0.1928,12.71,6,7,2
78.42,169.0,0.0373,3,483.05,997.55,9.95,3.31,0.0698,6.2,1,3,0
32.33,356.78,0.2307,10,192.76,2387.58,28.86,17.72,0.2598,12.34,4,10,2
44.04,161.29,0.1433,5,313.38,1626.15,19.35,4.72,0.0609,6.36,3,3,1
41.4,241.19,0.0626,3,331.81,1658.5,23.45,6.56,0.0749,10.26,1,3,1
45.26,224.46,0.1527,3,363.85,2275.81,24.26,5.89,0.104,8.38,2,6,1
76.72,169.89,0.0384,1,458.37,1435.01,9.7,4.69,0.0349,3.64,0,0,0
29.84,312.51,0.106,12,286.97,2862.05,32.67,12.57,0.1456,13.04,1,6,2
29.9,340.08,0.2335,15,228.64,1901.71,30.57,10.28,0.1218,13.55,5,5,2
42.09,219.17,0.0587,6,378.18,1581.27,15.57,7.48,0.1378,4.45,3,4,1
35.42,265.74,0.0978,17,319.7,2414.91,22.49,8.95,0.0767,6.86,2,2,1
72.52,241.99,0.0622,4,546.63,987.1,11.61,2.6,0.0692,4.82,0,0,0
29.24,434.42,0.2834,12,198.06,2203.34,27.64,14.22,0.1977,12.86,7,3,2
39.46,345.33,0.1989,10,178.2,2727.66,28.06,19.83,0.1927,11.68,2,5,2
44.06,251.05,0.1368,12,109.52,2541.31,24.49,21.19,0.15,13.63,5,7,2
75.49,176.39,0.0513,0,459.77,1209.93,12.63,3.63,0.0093,3.11,1,0,0
44.48,298.8,0.1208,6,230.44,1588.68,13.86,10.28,0.0984,5.91,0,2,1
37.02,240.37,0.1146,8,300.37,2001.03,20.49,8.67,0.1003,6.99,4,4,1
46.73,205.61,0.0667,10,338.01,2047.42,6.24,5.2,0.136,8.3,4,5,1
44.93,224.58,0.0839,6,354.62,1553.3,14.31,11.96,0.0616,9.05,3,4,1
37.27,429.06,0.0993,12,185.5,2566.34,18.83,16.41,0.1115,17.79,6,14,2
48.55,321.24,0.2275,7,160.68,1873.74,28.28,8.43,0.2309,11.47,2,10,2
58.95,219.07,0.0805,2,357.0,2114.6,27.49,10.22,0.1435,7.75,1,8,1
33.0,342.55,0.1588,13,267.86,1884.8,41.34,17.11,0.2002,11.07,4,12,2
54.98,296.9,0.0769,7,373.44,1397.89,17.43,10.07,0.1179,9.42,0,4,1
41.16,437.23,0.2394,13,241.32,2428.85,27.83,11.58,0.182,16.02,5,7,2
58.93,226.67,0.0318,0,511.16,957.87,13.38,2.66,0.0333,2.88,1,1,0
51.52,224.13,0.0981,8,341.14,1969.99,15.68,12.18,0.0241,6.85,2,7,1
42.65,382.81,0.0577,11,148.35,2866.87,23.83,19.26,0.2313,14.19,4,14,2
59.67,156.89,0.0451,3,356.58,1906.55,11.87,1.59,0.0415,6.01,1,0,0
53.91,231.32,0.1138,4,290.21,1480.62,18.74,5.08,0.1211,6.13,0,7,1
28.46,517.22,0.1917,7,139.27,2198.89,16.48,9.82,0.16,12.8,2,8,2
74.38,102.3,0.0662,5,330.22,1794.82,13.28,2.97,0.0484,3.62,0,0,0
47.96,239.14,0.0675,9,241.15,1897.69,20.45,3.22,0.0584,10.5,0,6,1
52.75,204.47,0.0834,0,574.64,1205.54,17.73,6.82,0.0797,4.98,0,3,0
45.04,255.87,0.0136,7,239.97,1761.81,23.87,6.94,0.0655,8.56,1,4,1
21.13,350.38,0.2459,13,205.81,1841.29,22.23,11.98,0.1627,17.05,7,8,2
66.58,163.17,0.0368,2,318.04,1373.34,14.12,6.55,0.0364,5.08,0,1,0
24.93,387.77,0.1388,11,109.8,2138.1,39.23,13.76,0.2607,12.91,5,10,2
33.08,241.56,0.1988,16,142.94,2366.87,23.04,16.15,0.2434,8.52,4,6,2
67.24,163.67,0.031,2,472.55,1705.41,12.87,5.28,0.0165,3.78,0,2,0
33.41,396.7,0.156,7,186.05,2272.42,26.18,11.59,0.2052,20.18,5,8,2
63.51,180.5,0.0524,1,374.37,1118.77,15.65,4.6,0.0303,4.4,2,2,0
43.77,299.72,0.2422,12,194.25,2238.4,24.51,20.2,0.2367,13.09,4,8,2
52.2,257.87,0.1264,4,278.32,1616.93,15.89,4.97,0.1345,12.37,2,4,1
51.2,415.6,0.2007,10,146.3,2762.42,24.84,13.03,0.1842,13.74,7,4,2
29.11,313.68,0.1786,11,216.46,2233.05,32.03,9.36,0.1429,15.92,2,4,2
36.67,235.24,0.1595,7,295.2,1707.68,30.33,0.69,0.0959,8.96,2,6,1
71.22,199.13,0.062,2,435.94,1441.88,18.27,3.71,0.0341,4.27,0,1,0
56.22,249.34,0.0329,1,440.88,1402.0,12.27,4.47,0.0389,4.74,1,2,0
47.39,231.92,0.0495,1,424.77,995.18,12.64,5.74,0.0169,3.91,1,2,0
48.8,239.67,0.092,4,383.88,1437.46,29.95,5.2,0.0586,5.71,0,4,1
41.56,286.98,0.1192,6,230.38,1617.72,27.05,7.9,0.0824,5.17,0,4,1
60.44,294.65,0.1392,7,331.36,1245.29,26.3,3.83,0.1168,9.17,1,5,1
34.59,441.66,0.1241,16,182.94,1953.31,25.72,10.99,0.2227,15.32,11,9,2
61.31,215.12,0.0444,1,394.55,1174.63,13.98,3.38,0.0509,5.06,1,0,0
76.01,210.79,0.0226,3,441.47,1256.46,18.13,1.57,0.019,6.89,0,1,0
53.78,257.2,0.0861,5,375.74,2014.13,28.59,12.92,0.0868,4.88,2,4,1
47.71,346.56,0.0446,11,268.69,1557.65,27.62,7.3,0.1166,6.79,2,2,1
67.61,183.36,0.0691,3,446.52,1434.4,8.11,4.35,0.0166,5.89,1,3,0
41.98,187.39,0.0766,7,455.59,1770.09,20.11,3.46,0.1125,10.48,3,4,1
54.45,282.09,0.0436,5,196.8,1630.59,32.32,12.57,0.143,10.08,3,5,1
40.36,220.23,0.1573,9,264.9,2175.38,18.59,7.8,0.0937,2.12,2,3,1
55.61,184.11,0.0331,2,531.89,1246.16,19.29,4.63,0.0316,3.75,0,1,0
48.44,280.02,0.1146,4,340.09,1750.67,13.16,9.74,0.0523,6.84,1,4,1
75.27,196.4,0.083,3,540.93,1022.45,15.5,3.69,0.0308,1.28,0,1,0
31.42,347.02,0.2335,17,201.01,2143.91,35.42,16.42,0.2004,17.38,2,6,2
65.47,240.95,0.0881,3,395.39,1061.39,9.9,4.14,0.0049,4.93,0,1,0
74.81,133.99,0.0362,6,373.74,1280.79,12.08,5.03,0.0,5.17,3,0,0
61.98,201.61,0.0672,1,563.72,618.51,11.18,6.09,0.0771,2.77,1,1,0
25.26,311.34,0.1027,11,221.48,2554.29,28.64,10.69,0.2329,8.59,5,2,2
46.04,256.22,0.0262,1,366.69,1463.16,14.25,7.25,0.0893,7.17,2,1,1
71.46,145.56,0.0167,3,378.61,915.3,18.38,3.12,0.002,2.82,0,1,0
72.7,162.39,0.0291,4,389.76,1048.05,13.09,4.53,0.0703,4.13,0,4,0
46.17,299.97,0.0553,5,394.97,1815.47,13.11,10.28,0.0806,8.85,0,5,1
27.24,426.94,0.1229,13,234.59,2326.87,35.58,12.38,0.2065,10.18,3,9,2
61.29,202.3,0.0718,5,312.98,1656.49,15.35,6.89,0.1364,8.8,4,3,1
63.02,312.41,0.1477,2,197.91,1841.41,19.62,5.35,0.1496,7.46,1,6,1
25.66,227.55,0.1969,3,332.58,1548.63,23.49,5.99,0.15,4.93,0,2,1
24.76,436.56,0.1332,15,158.0,3119.87,29.39,17.58,0.1944,16.37,1,9,2
43.25,267.51,0.1887,7,353.42,1985.15,19.83,5.51,0.0645,7.25,4,2,1
67.27,195.27,0.0375,1,480.28,1028.18,7.64,5.29,0.0548,6.1,1,2,0
67.38,177.07,0.0233,2,451.6,1408.37,7.35,5.98,0.0598,6.62,1,2,0
53.3,172.06,0.0163,1,432.22,1457.15,14.46,0.79,0.0324,4.23,0,1,0
38.04,443.19,0.2546,13,185.76,2540.41,34.03,9.73,0.1536,13.33,2,2,2
63.67,230.86,0.0442,2,470.63,1328.96,19.59,4.47,0.0206,2.0,0,1,0
31.15,338.59,0.2054,12,91.27,2240.78,21.02,15.65,0.2157,21.29,4,7,2
48.27,239.73,0.1594,4,126.44,1961.21,26.62,5.85,0.1052,11.41,2,3,1
34.38,333.92,0.1447,11,134.82,3265.66,32.76,9.99,0.2817,12.88,2,9,2
26.64,263.13,0.2525,5,225.22,2021.33,35.91,15.63,0.2172,14.96,5,9,2
55.77,281.25,0.1097,5,276.28,1538.22,14.4,0.32,0.0865,6.92,4,6,1
71.91,223.69,0.1053,1,356.93,987.93,17.36,9.67,0.0525,4.9,0,2,0
21.88,355.12,0.1539,9,190.7,3159.02,27.91,15.05,0.1924,11.58,1,5,2
55.05,216.33,0.0313,4,465.79,1585.63,11.49,2.68,0.0479,4.28,0,4,0
24.56,304.73,0.2198,14,237.48,2109.83,28.99,6.9,0.2048,14.68,6,5,2
39.98,266.01,0.1152,3,302.63,1776.33,15.65,9.13,0.145,9.17,0,4,1
72.14,204.52,0.0574,2,459.65,1941.41,16.4,4.49,0.0554,6.59,1,2,0
44.52,267.42,0.1075,1,262.88,1833.65,24.5,7.7,0.1054,6.03,1,5,1
57.48,275.29,0.0673,1,482.66,1239.51,18.22,3.96,0.0603,3.47,1,1,0
55.36,218.44,0.0761,1,391.68,1569.68,21.15,3.33,0.0471,3.93,1,0,0
42.29,219.92,0.0614,7,302.57,2056.18,16.86,11.56,0.0515,12.85,2,1,1
62.89,287.22,0.0435,8,218.27,1573.62,7.7,4.26,0.0829,10.97,0,4,1
63.73,192.61,0.0409,1,395.41,1415.38,11.07,5.43,0.0296,4.7,0,0,0
25.41,304.91,0.1291,9,333.8,1919.22,15.58,5.82,0.0481,8.71,3,5,1
71.12,231.49,0.0655,2,512.93,1183.77,16.55,1.92,0.0511,4.83,2,3,0
59.15,155.76,0.0975,2,333.43,1266.3,12.94,5.46,0.0267,5.17,1,2,0
23.47,329.46,0.2434,14,95.79,2323.67,29.96,13.13,0.2361,14.69,5,5,2
48.63,229.12,0.138,4,270.44,1972.53,17.16,10.91,0.1126,3.75,1,1,1
51.23,206.24,0.1007,6,200.69,1661.38,27.69,5.93,0.1208,5.2,2,2,1
71.0,231.02,0.0606,1,545.06,1523.4,22.15,0.44,0.0401,5.32,0,2,0
66.19,263.1,0.054,3,397.26,1013.96,13.81,3.8,0.0751,6.55,0,0,0
59.21,202.81,0.0242,4,418.95,1447.26,15.56,4.61,0.0307,3.62,0,0,0
63.44,210.72,0.0048,4,354.27,1475.38,13.25,3.94,0.0429,5.9,0,2,0
39.28,163.92,0.1057,6,355.73,1488.62,8.4,6.04,0.0566,4.59,0,1,0
49.78,217.64,0.0665,0,415.31,1718.38,16.0,3.98,0.0405,3.83,1,1,0
28.38,341.13,0.1944,13,213.15,2846.49,33.62,13.09,0.1386,16.9,10,8,2
82.76,239.65,0.0219,4,481.83,1980.74,10.37,2.72,0.0353,4.66,0,0,0
38.9,298.06,0.1582,12,68.05,2112.34,14.5,11.56,0.1736,16.58,5,7,2
51.31,325.38,0.0682,2,408.57,1881.4,21.31,8.18,0.0821,8.57,1,4,1
36.7,253.13,0.133,10,373.4,2070.79,18.35,10.65,0.1313,6.47,1,2,1
50.77,280.48,0.1612,3,276.97,1801.41,20.06,8.62,0.0869,10.2,2,0,1
34.48,246.43,0.0885,5,308.49,2003.16,5.65,7.83,0.0592,9.0,1,1,1
44.76,269.97,0.1126,3,298.55,1788.47,25.23,4.55,0.1029,9.11,2,4,1
40.73,443.12,0.2098,13,260.25,2251.56,15.89,4.21,0.0818,12.9,3,8,2
58.45,141.97,0.0667,3,288.82,1354.69,19.58,4.29,0.0107,4.74,1,3,0
79.5,218.74,0.0307,3,357.28,1307.67,26.95,6.07,0.0467,3.54,0,0,0
44.24,283.23,0.1147,5,196.46,1929.81,26.33,12.72,0.1153,6.73,1,7,1
34.09,433.34,0.2206,15,180.04,2743.98,26.9,17.33,0.2736,20.35,5,9,2
50.8,212.25,0.0576,8,327.03,2138.83,22.22,7.59,0.1407,10.56,0,7,1
21.77,402.08,0.1733,11,219.01,2542.22,29.16,12.12,0.2154,13.67,3,7,2
66.24,184.04,0.0316,1,469.44,1622.68,14.85,5.5,0.0339,5.87,0,2,0
28.88,344.29,0.1443,8,147.91,2620.67,32.97,8.06,0.1812,11.03,2,8,2
31.05,285.88,0.1761,11,118.82,2343.13,37.67,14.62,0.1857,15.57,7,11,2
61.08,149.2,0.0327,2,443.74,1371.92,21.53,4.33,0.0391,6.25,0,3,0
22.83,319.51,0.2071,9,150.08,2325.45,32.6,13.29,0.1733,9.62,3,5,2
28.94,223.07,0.2135,11,111.47,2614.26,36.49,9.94,0.2274,15.17,5,5,2
35.22,286.81,0.0988,5,230.98,1788.83,21.29,8.68,0.0884,8.51,1,5,1
23.07,434.24,0.2103,14,206.21,2436.8,34.69,17.45,0.1627,17.85,3,3,2
46.33,247.57,0.2035,6,206.56,1494.98,19.68,6.0,0.0716,11.78,3,3,1
48.89,265.16,0.1701,6,258.78,1950.04,17.49,3.39,0.0984,7.77,1,5,1
68.82,130.03,0.0793,0,454.03,1298.31,8.01,5.03,0.0446,5.21,1,2,0
50.37,254.7,0.0383,1,297.74,1339.77,27.43,4.2,0.0938,8.02,1,3,1
55.53,204.25,0.0343,5,411.9,1233.35,9.66,2.65,0.0261,4.61,0,2,0
84.61,203.84,0.0712,3,442.12,1159.45,10.56,2.8,0.0448,6.78,1,4,0
55.1,211.56,0.0697,0,240.52,1306.24,15.16,3.4,0.0059,4.21,0,3,0
53.28,321.46,0.1662,5,365.75,2066.39,27.91,6.56,0.125,9.32,3,3,1
83.65,180.15,0.0469,0,316.72,1140.4,12.45,4.92,0.0237,5.62,1,2,0
60.99,183.65,0.0488,1,432.84,1918.32,21.95,7.34,0.0293,3.9,1,0,0
67.29,193.36,0.0413,1,362.54,1185.9,18.72,4.55,0.018,5.12,0,2,0
58.42,328.56,0.1262,4,332.38,1777.22,24.68,10.96,0.08,7.51,1,7,1
45.27,296.09,0.1851,6,274.45,2250.77,15.47,12.41,0.1738,13.65,1,5,1
70.06,176.56,0.0711,7,471.5,1176.57,19.99,5.93,0.0253,4.25,0,3,0
76.78,197.94,0.0532,0,308.31,1073.55,19.21,5.54,0.0126,4.09,0,2,0
79.86,209.78,0.0749,1,483.35,1548.82,12.93,3.49,0.0292,4.54,0,1,0
42.11,322.15,0.1453,9,171.77,2296.93,37.27,12.65,0.1086,19.11,3,14,2
70.16,137.89,0.0416,2,548.05,873.61,7.66,2.9,0.055,2.68,1,0,0
36.0,285.35,0.2554,17,299.67,3331.35,34.27,17.6,0.1792,20.43,4,8,2
47.88,432.92,0.2221,10,283.62,2350.0,15.45,14.48,0.2318,11.74,4,10,2
56.92,199.67,0.0345,3,472.76,1292.44,9.73,2.43,0.0236,4.44,0,1,0
36.39,320.67,0.2022,7,156.92,2126.86,38.57,19.65,0.1468,14.09,3,12,2
19.93,387.29,0.2201,12,196.12,1768.26,25.61,16.47,0.1808,11.62,3,10,2
32.3,410.22,0.1797,13,287.06,2946.11,34.87,7.75,0.1041,5.91,4,4,2
33.23,395.52,0.1877,10,203.62,2588.83,35.15,7.43,0.1493,16.89,2,3,2
46.29,252.08,0.0516,12,240.71,2348.39,17.7,7.1,0.0821,9.51,0,3,1
58.63,214.12,0.0,3,286.64,1769.64,22.03,1.51,0.1068,5.53,0,2,1
38.0,398.77,0.1117,7,186.98,2728.0,41.55,6.15,0.1977,14.6,4,13,2
66.97,155.36,0.0039,4,386.24,1288.62,17.52,5.26,0.0409,1.58,0,2,0
58.73,269.39,0.0765,1,250.88,1734.56,18.0,4.83,0.1261,8.33,2,7,1
32.35,431.99,0.1603,13,252.79,1996.35,27.95,13.27,0.1846,19.03,3,13,2
15.99,397.67,0.1646,12,199.83,2260.51,31.46,20.18,0.1239,15.42,6,12,2
25.28,380.34,0.1724,11,244.82,2690.95,32.7,13.75,0.2056,10.98,2,9,2
34.76,384.28,0.178,12,178.82,2952.37,20.56,13.19,0.2768,14.86,2,8,2
32.95,444.83,0.2287,17,181.35,2013.25,38.06,14.2,0.185,10.59,4,10,2
54.81,176.45,0.0361,2,443.44,1723.33,13.04,4.32,0.0793,4.99,0,3,0
26.31,453.42,0.1066,9,131.47,2091.54,30.03,13.28,0.2464,16.85,3,12,2
54.81,193.16,0.0219,1,461.48,918.6,16.92,2.71,0.0577,6.37,0,2,0
39.5,274.62,0.164,5,293.56,1330.86,10.84,3.85,0.1101,10.6,0,1,1
25.75,396.53,0.1602,12,196.2,2857.65,21.77,11.27,0.196,9.5,6,10,2
40.98,359.82,0.1571,11,195.83,2963.72,30.24,17.6,0.144,16.37,7,5,2
40.3,251.03,0.0872,3,175.97,2072.05,27.7,12.81,0.1131,7.54,2,4,1
57.87,230.65,0.0552,1,388.67,1460.94,13.37,3.1,0.0624,2.39,0,1,0
66.6,167.89,0.0964,3,562.45,1066.28,7.99,3.15,0.0469,5.7,0,1,0
25.34,350.1,0.1401,7,165.92,2335.11,38.13,13.1,0.1073,15.23,2,10,2
52.17,195.76,0.0591,2,327.98,887.02,12.34,4.46,0.0691,4.59,1,0,0
47.7,224.1,0.2657,12,143.37,3367.09,33.6,8.11,0.0736,19.44,6,5,2
41.23,287.0,0.0982,0,297.38,1791.12,24.16,4.11,0.0772,4.52,2,5,1
70.54,174.79,0.0613,4,411.92,1194.48,20.6,7.44,0.0613,3.91,1,1,0
66.43,183.2,0.0042,4,385.71,1579.22,18.11,6.42,0.0248,6.13,1,1,0
30.38,448.56,0.259,11,142.6,1687.96,22.79,13.12,0.1703,14.6,4,8,2
45.33,195.84,0.0288,2,374.62,1587.62,18.13,3.4,0.0601,6.3,1,3,0
57.0,279.53,0.0575,6,461.61,1317.31,21.19,9.48,0.1072,8.05,2,4,1
24.82,254.69,0.1621,11,179.88,2569.55,31.33,13.54,0.184,12.57,4,8,2
40.67,261.49,0.0206,6,178.76,1471.91,29.81,4.45,0.1227,7.01,1,3,1
30.26,337.93,0.1696,11,203.14,2527.69,33.44,13.84,0.1959,17.38,4,11,2
49.52,168.71,0.0228,6,388.69,858.64,19.22,0.99,0.0522,4.92,0,4,0
13.91,240.0,0.1878,17,174.86,2424.77,15.35,18.88,0.2201,9.02,3,6,2
67.41,182.81,0.0488,2,544.09,1304.03,14.04,1.51,0.0,3.6,0,3,0
59.92,175.15,0.0348,5,381.45,1728.55,16.5,1.38,0.0308,5.03,0,0,0
59.31,265.61,0.0925,7,259.56,1689.18,36.7,6.6,0.1172,13.33,1,4,1
78.47,241.43,0.0885,1,410.21,987.49,15.3,6.2,0.0252,5.42,1,1,0
33.6,394.54,0.2588,12,220.85,2264.22,27.46,19.73,0.1606,21.91,8,15,2
69.7,221.96,0.0734,0,474.22,925.03,14.36,5.15,0.0323,4.83,0,2,0
64.48,239.01,0.0602,5,375.18,1280.92,12.22,5.17,0.0496,4.87,0,0,0
42.54,186.05,0.0638,4,283.83,1817.63,25.73,4.09,0.1018,5.54,0,4,1
56.11,283.57,0.1644,4,299.3,1712.27,26.09,8.94,0.0611,7.38,2,7,1
75.63,146.77,0.0281,2,286.47,1463.46,18.57,6.39,0.0418,4.87,0,0,0
58.41,96.44,0.0421,3,400.6,1303.3,18.88,3.16,0.0636,5.52,0,3,0
53.61,340.04,0.0858,4,372.96,1280.27,19.69,5.33,0.1082,8.48,1,7,1
88.55,154.68,0.0241,2,220.29,1019.36,13.99,8.43,0.0519,4.06,1,5,0
51.48,153.3,0.0567,2,332.48,967.3,15.91,3.29,0.0377,4.37,0,0,0
41.35,247.99,0.1675,7,277.72,1459.88,20.21,5.97,0.126,10.91,4,5,1
32.99,355.27,0.2345,13,239.89,1853.37,32.6,18.23,0.2395,11.4,0,8,2
44.74,330.73,0.2503,15,247.32,2572.78,21.6,12.31,0.1691,13.6,6,8,2
44.46,239.3,0.0499,5,409.92,1904.19,21.28,6.48,0.1289,7.11,3,0,1
24.88,422.92,0.2333,11,176.13,2752.72,25.8,11.38,0.1362,11.77,3,6,2
31.21,366.39,0.2836,8,239.67,1897.69,39.61,10.11,0.2469,13.53,2,5,2
38.15,309.38,0.1401,6,389.52,1995.71,25.7,3.76,0.0638,10.34,3,8,1
45.82,255.07,0.0753,1,423.04,1934.78,16.8,13.38,0.0606,5.76,1,4,1
33.81,335.35,0.2737,8,124.93,2403.4,17.72,7.42,0.2404,16.57,8,10,2
61.55,205.82,0.0391,2,407.14,899.82,16.22,4.68,0.0749,5.74,0,1,0
31.64,318.54,0.1926,9,171.26,1921.7,35.07,16.25,0.2104,16.58,5,17,2
39.69,360.33,0.1288,6,347.87,2081.25,18.21,6.09,0.1094,11.31,3,4,1
42.44,290.35,0.1682,9,219.95,1961.97,16.61,11.93,0.2332,14.85,5,7,2
45.76,261.92,0.1493,2,215.19,1736.17,29.2,8.99,0.0539,10.21,2,4,1
54.07,293.25,0.1236,3,309.35,2023.96,20.66,9.67,0.0924,7.43,3,7,1
25.35,284.27,0.2079,13,241.06,2513.2,26.28,16.08,0.2134,9.36,5,8,2
27.15,268.26,0.0709,7,298.47,1419.6,11.07,5.71,0.0766,3.86,2,3,1
64.13,152.34,0.0023,3,435.96,1649.09,12.66,5.08,0.024,0.78,0,0,0
36.42,447.59,0.196,15,153.6,2657.95,25.68,4.06,0.2503,14.43,2,10,2
67.34,224.43,0.0228,2,419.44,1291.99,7.11,6.05,0.0252,5.66,2,4,0
40.59,217.73,0.0113,6,384.55,2151.73,19.15,7.71,0.1057,5.97,2,7,1
78.75,121.93,0.0604,3,530.54,1235.54,8.1,6.18,0.055,5.83,0,2,0
39.54,364.21,0.1663,8,227.99,1690.73,36.81,9.99,0.1756,19.31,1,10,2
26.12,334.83,0.2153,14,224.18,2711.16,31.9,14.4,0.1928,9.16,5,15,2
71.6,199.25,0.05,2,436.87,1462.97,20.66,0.41,0.0846,6.43,1,3,0
49.28,245.14,0.0843,4,357.54,1916.05,13.91,5.77,0.057,9.77,1,6,1
25.28,374.3,0.1326,13,145.75,1892.98,34.35,14.64,0.166,8.15,3,6,2
55.24,220.84,0.0648,2,543.69,894.06,9.45,2.08,0.0453,4.24,1,2,0
54.13,208.67,0.1524,5,255.27,2204.95,15.93,3.14,0.1248,6.8,1,8,1
69.71,141.46,0.0137,4,399.55,1175.93,11.56,6.74,0.0286,2.98,0,3,0
33.06,286.41,0.2032,7,215.38,1192.72,28.0,9.07,0.1852,12.29,4,7,2
54.78,233.12,0.0605,4,485.08,1187.38,19.89,2.96,0.0409,4.23,0,1,0
53.22,179.85,0.03,3,351.73,978.84,10.75,6.56,0.0624,1.53,1,0,0
59.99,179.45,0.0833,5,597.91,1107.07,19.9,5.19,0.0352,6.71,0,3,0
59.85,225.2,0.0547,3,574.29,1242.57,15.75,1.71,0.0092,5.73,0,1,0
21.81,291.55,0.1845,13,232.31,2275.24,27.07,9.99,0.1814,16.68,4,11,2
42.14,353.6,0.1573,13,190.52,2559.75,37.26,15.93,0.1351,11.56,3,4,2
32.16,323.08,0.1078,10,147.43,3066.52,40.34,11.74,0.0966,11.21,5,9,2
70.33,194.11,0.0499,4,318.33,1286.42,15.56,1.47,0.0364,5.27,0,4,0
62.58,237.55,0.0657,6,501.17,1379.41,9.07,6.59,0.0576,5.61,0,2,0
48.6,195.97,0.0941,8,329.71,1692.97,18.11,8.18,0.0723,7.82,1,2,1
29.05,253.55,0.1533,1,320.37,1989.97,18.63,4.84,0.0871,6.65,1,6,1
73.36,219.94,0.0474,0,403.68,2119.1,23.48,2.08,0.0311,4.44,1,2,0
44.05,212.27,0.1415,8,296.09,1593.8,29.88,10.62,0.0877,7.67,2,3,1
43.41,342.09,0.2355,13,247.24,2350.41,29.88,12.69,0.2696,15.63,2,6,2
75.59,168.38,0.0389,2,409.51,739.53,21.64,5.14,0.0298,4.58,0,0,0
71.67,207.23,0.0246,1,443.34,1394.99,15.6,7.78,0.0249,2.79,0,1,0
26.6,344.35,0.1859,7,114.57,1756.22,23.85,16.18,0.199,4.56,6,12,2
37.68,301.22,0.1261,6,228.65,1883.23,24.65,7.12,0.1564,6.64,1,4,1
23.55,410.07,0.2513,13,196.79,2550.76,25.31,4.1,0.2203,14.15,3,6,2
56.52,217.47,0.0518,4,480.56,1204.08,17.05,6.1,0.0674,7.04,0,3,0
76.46,176.64,0.0276,2,423.14,1353.39,7.14,5.87,0.0459,4.92,0,0,0
62.13,168.09,0.0421,0,369.93,1806.68,15.18,2.31,0.0283,4.8,1,0,0
50.8,242.81,0.167,12,400.75,1985.36,19.44,9.35,0.0677,9.55,0,1,1
52.57,232.74,0.0572,3,382.47,1198.33,11.59,5.63,0.0654,4.26,0,2,0
51.62,218.48,0.0205,2,410.59,1155.44,24.36,3.91,0.0254,4.53,1,1,0
66.16,137.06,0.0648,2,404.82,833.18,7.96,3.96,0.0319,3.14,0,1,0
36.1,362.59,0.1961,12,121.21,2337.5,34.42,21.52,0.2471,13.62,3,10,2
21.44,318.33,0.16,15,239.53,2410.92,22.08,15.81,0.1466,19.56,2,9,2
66.96,187.75,0.0618,3,550.29,1183.45,19.34,4.08,0.0692,6.18,0,1,0
52.31,269.71,0.0863,4,151.83,1833.99,18.27,15.32,0.0471,8.39,1,2,1
46.9,277.82,0.1077,17,183.47,2871.83,25.04,10.84,0.1468,13.6,3,11,2
55.74,188.8,0.0849,11,331.63,1798.58,24.85,11.95,0.0857,8.64,0,4,1
52.89,227.6,0.0537,2,454.55,1145.09,10.37,2.22,0.021,6.99,1,3,0
49.81,266.05,0.0732,7,265.16,2075.16,15.02,5.94,0.071,9.06,2,1,1
